pmid,year,title,journal,screen_reason,url
17943704,2008,"Modeling the photochemistry of the reference phototoxic drug lomefloxacin by steady-state and time-resolved experiments, and DFT and post-HF calculations.","Chemistry (Weinheim an der Bergstrasse, Germany)",no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/17943704/
18093365,2007,Retinal bipolar cells: temporal filtering of signals from cone photoreceptors.,Visual neuroscience,off-topic sense of 'flash': light flash,https://pubmed.ncbi.nlm.nih.gov/18093365/
18047263,2007,BINOL-amino acid conjugates as triggerable carriers of DNA-targeted potent photocytotoxic agents.,Journal of medicinal chemistry,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/18047263/
18028216,2007,"Photophysical properties and photobiological behavior of amodiaquine, primaquine and chloroquine.",Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/18028216/
17959408,2007,[Gingival metastasis from the lung through a needle and a pin: a case report].,Cancer radiotherapie : journal de la Societe francaise de radiotherapie oncologique,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/17959408/
17880521,2007,Light-driven horseradish peroxidase cycle by using photo-activated methylene blue as the reducing agent.,Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/17880521/
17824596,2007,Intramolecular triplet energy transfer via higher triplet excited state during stepwise two-color two-laser irradiation.,The journal of physical chemistry. A,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/17824596/
17721600,2007,"Efficient photochromism from the network of chemical reactions of 7,4'-dihydroxyflavylium in CTAB micelles.",Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/17721600/
17676147,2007,Assessment of space radiation effects on solid-state Brillouin phase conjugate mirrors.,Applied optics,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/17676147/
17658732,2007,Spectroscopic and density functional theory studies of the molecular geometry and electronic structure of classical and nonclassical radical ions derived from 7-benzhydrylidenenorbornene analogues.,The journal of physical chemistry. A,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/17658732/
17655357,2007,"Photoinduced C-N bond cleavage in 2-azido-1,3-diphenyl-propan-1-one derivatives: photorelease of hydrazoic acid.",The Journal of organic chemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/17655357/
17645295,2007,Evaluation of a flash disinfection process for surface decontamination of gamma-irradiated feed packaging.,Journal of the American Association for Laboratory Animal Science : JAALAS,no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/17645295/
17640404,2007,Test of the paired-flash electroretinographic method in mice lacking b-waves.,Visual neuroscience,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/17640404/
17591985,2007,Physiological properties of rod photoreceptor cells in green-sensitive cone pigment knock-in mice.,The Journal of general physiology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/17591985/
17590468,2007,An assessment of the use of skin flashes in helical tomotherapy using phantom and in-vivo dosimetry.,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,aperture/planning 'flash': skin flash,https://pubmed.ncbi.nlm.nih.gov/17590468/
17531497,2007,Methodological considerations regarding the use of inorganic 197Hg(II) radiotracer to assess mercury methylation potential rates in lake sediment.,"Applied radiation and isotopes : including data, instrumentation and methods for use in agriculture, industry and medicine",no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/17531497/
17517674,2007,Fast response neutron emission monitor for fusion reactor using stilbene scintillator and Flash-ADC.,Radiation protection dosimetry,no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/17517674/
17517672,2007,Application of low-cost Gallium Arsenide light-emitting-diodes as kerma dosemeter and fluence monitor for high-energy neutrons.,Radiation protection dosimetry,named entity called FLASH (laser / MRI sequence / CT / product),https://pubmed.ncbi.nlm.nih.gov/17517672/
17440599,2007,[Clinical study of aromatase inhibitors in advanced breast cancer].,Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health sciences,off-topic sense of 'flash': hot flash,https://pubmed.ncbi.nlm.nih.gov/17440599/
17411044,2007,"Functional molecules from single wall carbon nanotubes. Photoinduced solubility of short single wall carbon nanotube residues by covalent anchoring of 2,4,6-triarylpyrylium units.",Journal of the American Chemical Society,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/17411044/
17396648,2007,Production of hydrated electrons from photoionization of dissolved organic matter in natural waters.,Environmental science & technology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/17396648/
17391031,2007,New insights into the mechanism of triplet radical-pair combinations. The persistent radical effect masks the distinction between in-cage and out-of-cage processes.,Journal of the American Chemical Society,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/17391031/
17379270,2007,Radiation degradation of Congo Red in aqueous solution.,Chemosphere,no ultra-high-dose-rate signature (rad signal=3),https://pubmed.ncbi.nlm.nih.gov/17379270/
17306219,2007,Sensitized photoinactivation of minigramicidin channels in bilayer lipid membranes.,Biochimica et biophysica acta,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/17306219/
17278520,2007,Effect of respiratory motion on the delivery of breast radiotherapy using SMLC intensity modulation.,Medical physics,off-topic sense of 'flash': virtual bolus,https://pubmed.ncbi.nlm.nih.gov/17278520/
17243656,2007,"Laser flash photolysis of 1,2-diketopyracene and a theoretical study of the phenolic hydrogen abstraction by the triplet state of cyclic alpha-diketones.",The journal of physical chemistry. A,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/17243656/
17200736,2007,"2,5-Dimethylphenacyl carbamate: a photoremovable protecting group for amines and amino acids.",Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/17200736/
17189313,2007,Laser-induced transient grating analysis of dynamics of interaction between sensory rhodopsin II D75N and the HtrII transducer.,Biophysical journal,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/17189313/
17345978,2006,Re-training and switching of PD system to reduce recurrent gram-positive PD peritonitis.,Journal of renal care,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/17345978/
17144289,2006,Aqueous oxidation of phenylurea herbicides by triplet aromatic ketones.,Environmental science & technology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/17144289/
18503355,2006,Geometrical accuracy of a 3-tesla magnetic resonance imaging unit in Gamma Knife surgery.,Journal of neurosurgery,MR/CT imaging 'FLASH': FLASH) pulse sequences,https://pubmed.ncbi.nlm.nih.gov/18503355/
17134231,2006,Novel bifunctional viologen-linked pyrene conjugates: Synthesis and study of their interactions with nucleosides and DNA.,The journal of physical chemistry. B,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/17134231/
17077903,2006,"Photochemistry of 2,6-diisopropylphenol (propofol).",Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/17077903/
17044094,2006,Optical clearing of skin using flash lamp-induced enhancement of epidermal permeability.,Lasers in surgery and medicine,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/17044094/
17025294,2006,Photochemistry of 2-alkoxymethyl-5-methylphenacyl chloride and benzoate.,The Journal of organic chemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/17025294/
17019476,2006,Flavin-induced photodecomposition of sulfur-containing amino acids is decisive in the formation of beer lightstruck flavor.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/17019476/
17019024,2006,Direct aperture optimization of breast IMRT and the dosimetric impact of respiration motion.,Physics in medicine and biology,no ultra-high-dose-rate signature (rad signal=2),https://pubmed.ncbi.nlm.nih.gov/17019024/
17016736,2006,Phototoxic effects of commercial photographic flash lamp on rat eyes.,Documenta ophthalmologica. Advances in ophthalmology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/17016736/
17010522,2006,Double roles of hydroxycinnamic acid derivatives in protection against lysozyme oxidation.,Biochimica et biophysica acta,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/17010522/
16986857,2006,A new method for measuring the diffusion coefficient in a gas phase.,The journal of physical chemistry. A,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/16986857/
16868932,2006,Dependence of calculus retropulsion on pulse duration during Ho: YAG laser lithotripsy.,Lasers in surgery and medicine,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/16868932/
16820854,2006,Reactivity of halides with triplets of 6-chloro and 6-bromopicolinic acids: contrasting effects of bromide and chloride.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/16820854/
16820853,2006,Surface photochemistry: benzophenone as a probe for the study of silica and reversed-phase silica surfaces.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/16820853/
16800699,2006,Acceleration of laser-induced formation of gold nanoparticles in a poly(vinyl alcohol) film.,Langmuir : the ACS journal of surfaces and colloids,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/16800699/
16800546,2006,Photochemically generated stable cation radical of phenothiazine aggregates in mildly acid buffered solutions.,The journal of physical chemistry. B,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/16800546/
19516717,2006,Large spectral blue shifts in intense laser irradiation of microdroplets.,Optics express,off-topic sense of 'flash': light flash,https://pubmed.ncbi.nlm.nih.gov/19516717/
16763876,2006,New multichannel kinetic spectrophotometer-fluorimeter with pulsed measuring beam for photosynthesis research.,Photosynthesis research,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/16763876/
16638179,2006,Cannabinoid agonist WIN 55212-2 speeds up the cone response to light offset in goldfish retina.,Visual neuroscience,no radiation signal + off-topic term: synaptic,https://pubmed.ncbi.nlm.nih.gov/16638179/
16568499,2006,Electron spin resonance study of radicals generated in cellulose/N-methylmorpholine solutions after flash photolysis at 77 K.,Magnetic resonance in chemistry : MRC,no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/16568499/
