pmid,year,title,journal,screen_reason,url
17824596,2007,Intramolecular triplet energy transfer via higher triplet excited state during stepwise two-color two-laser irradiation.,The journal of physical chemistry. A,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/17824596/
17721600,2007,"Efficient photochromism from the network of chemical reactions of 7,4'-dihydroxyflavylium in CTAB micelles.",Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/17721600/
17676147,2007,Assessment of space radiation effects on solid-state Brillouin phase conjugate mirrors.,Applied optics,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/17676147/
17658732,2007,Spectroscopic and density functional theory studies of the molecular geometry and electronic structure of classical and nonclassical radical ions derived from 7-benzhydrylidenenorbornene analogues.,The journal of physical chemistry. A,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/17658732/
17655357,2007,"Photoinduced C-N bond cleavage in 2-azido-1,3-diphenyl-propan-1-one derivatives: photorelease of hydrazoic acid.",The Journal of organic chemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/17655357/
17645295,2007,Evaluation of a flash disinfection process for surface decontamination of gamma-irradiated feed packaging.,Journal of the American Association for Laboratory Animal Science : JAALAS,no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/17645295/
17531497,2007,Methodological considerations regarding the use of inorganic 197Hg(II) radiotracer to assess mercury methylation potential rates in lake sediment.,"Applied radiation and isotopes : including data, instrumentation and methods for use in agriculture, industry and medicine",no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/17531497/
17440599,2007,[Clinical study of aromatase inhibitors in advanced breast cancer].,Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health sciences,off-topic sense of 'flash': hot flash,https://pubmed.ncbi.nlm.nih.gov/17440599/
17411044,2007,"Functional molecules from single wall carbon nanotubes. Photoinduced solubility of short single wall carbon nanotube residues by covalent anchoring of 2,4,6-triarylpyrylium units.",Journal of the American Chemical Society,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/17411044/
17396648,2007,Production of hydrated electrons from photoionization of dissolved organic matter in natural waters.,Environmental science & technology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/17396648/
17306219,2007,Sensitized photoinactivation of minigramicidin channels in bilayer lipid membranes.,Biochimica et biophysica acta,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/17306219/
17278520,2007,Effect of respiratory motion on the delivery of breast radiotherapy using SMLC intensity modulation.,Medical physics,off-topic sense of 'flash': virtual bolus,https://pubmed.ncbi.nlm.nih.gov/17278520/
17243656,2007,"Laser flash photolysis of 1,2-diketopyracene and a theoretical study of the phenolic hydrogen abstraction by the triplet state of cyclic alpha-diketones.",The journal of physical chemistry. A,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/17243656/
17200736,2007,"2,5-Dimethylphenacyl carbamate: a photoremovable protecting group for amines and amino acids.",Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/17200736/
17345978,2006,Re-training and switching of PD system to reduce recurrent gram-positive PD peritonitis.,Journal of renal care,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/17345978/
17144289,2006,Aqueous oxidation of phenylurea herbicides by triplet aromatic ketones.,Environmental science & technology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/17144289/
17134231,2006,Novel bifunctional viologen-linked pyrene conjugates: Synthesis and study of their interactions with nucleosides and DNA.,The journal of physical chemistry. B,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/17134231/
17077903,2006,"Photochemistry of 2,6-diisopropylphenol (propofol).",Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/17077903/
17044094,2006,Optical clearing of skin using flash lamp-induced enhancement of epidermal permeability.,Lasers in surgery and medicine,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/17044094/
17025294,2006,Photochemistry of 2-alkoxymethyl-5-methylphenacyl chloride and benzoate.,The Journal of organic chemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/17025294/
17019476,2006,Flavin-induced photodecomposition of sulfur-containing amino acids is decisive in the formation of beer lightstruck flavor.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/17019476/
17010522,2006,Double roles of hydroxycinnamic acid derivatives in protection against lysozyme oxidation.,Biochimica et biophysica acta,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/17010522/
16820854,2006,Reactivity of halides with triplets of 6-chloro and 6-bromopicolinic acids: contrasting effects of bromide and chloride.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/16820854/
16820853,2006,Surface photochemistry: benzophenone as a probe for the study of silica and reversed-phase silica surfaces.,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/16820853/
16800699,2006,Acceleration of laser-induced formation of gold nanoparticles in a poly(vinyl alcohol) film.,Langmuir : the ACS journal of surfaces and colloids,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/16800699/
16800546,2006,Photochemically generated stable cation radical of phenothiazine aggregates in mildly acid buffered solutions.,The journal of physical chemistry. B,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/16800546/
19516717,2006,Large spectral blue shifts in intense laser irradiation of microdroplets.,Optics express,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/19516717/
16763876,2006,New multichannel kinetic spectrophotometer-fluorimeter with pulsed measuring beam for photosynthesis research.,Photosynthesis research,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/16763876/
16568499,2006,Electron spin resonance study of radicals generated in cellulose/N-methylmorpholine solutions after flash photolysis at 77 K.,Magnetic resonance in chemistry : MRC,no radiation signal + off-topic term: chromatograph,https://pubmed.ncbi.nlm.nih.gov/16568499/
16539406,2006,Photocatalytic oxygenation of pivalic acid with molecular oxygen via photoinduced electron transfer using 10-methylacridinium ions.,The journal of physical chemistry. A,no radiation signal + off-topic term: photocatal,https://pubmed.ncbi.nlm.nih.gov/16539406/
16524267,2006,Photodecarboxylation of xanthone acetic acids: C-C bond heterolysis from the singlet excited state.,Organic letters,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/16524267/
16504532,2006,Flash photolysis and pulse radiolysis studies on collagen Type I in acetic acid solution.,"Journal of photochemistry and photobiology. B, Biology",no ultra-high-dose-rate signature (rad signal=1),https://pubmed.ncbi.nlm.nih.gov/16504532/
16471905,2006,"Visible photooxidation of dibenzothiophenes sensitized by 2-(4-methoxyphenyl)-4, 6-diphenylpyrylium: an electron transfer mechanism without involvement of superoxide.",The journal of physical chemistry. B,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/16471905/
16471514,2006,TiC nanocrystal formation from carburization of laser-grown Ti/O/C nanopowders for nanostructured ceramics.,The journal of physical chemistry. B,off-topic sense of 'flash': flash sintering,https://pubmed.ncbi.nlm.nih.gov/16471514/
16468797,2006,"Methoxy-substituted stilbenes, styrenes, and 1-arylpropenes: photophysical properties and photoadditions of alcohols.",The Journal of organic chemistry,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/16468797/
16464603,2006,Relationship between the organization of the PS II super complex and the functions of the photosynthetic apparatus.,"Journal of photochemistry and photobiology. B, Biology",no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/16464603/
16388652,2006,Multistate pi switches: synthesis and photochemistry of a molecule containing three switchable annelated dihydropyrene units.,The Journal of organic chemistry,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/16388652/
16358350,2006,One-electron redox processes during polyoxometalate-mediated photocatalytic reactions of TiO(2) studied by two-color two-laser flash photolysis.,"Chemistry (Weinheim an der Bergstrasse, Germany)",no radiation signal + off-topic term: photocatal,https://pubmed.ncbi.nlm.nih.gov/16358350/
16097860,2006,Photoreduction of Ru(bpy)(3)2+ by amines in aqueous solution. Kinetics characterization of a long-lived nonemitting excited state.,Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/16097860/
15869328,2006,Photoreaction between benzoylthiophenes and N-BOC-tryptophan methyl ester.,Photochemistry and photobiology,no radiation signal + off-topic term: photochem,https://pubmed.ncbi.nlm.nih.gov/15869328/
16851409,2005,Photochemical generation of electrons and holes in germanium-containing ITQ-17 zeolite.,The journal of physical chemistry. B,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/16851409/
16838937,2005,"Selective oxygenation of 4,4'-dimethylbiphenyl with molecular oxygen, catalyzed by 9-phenyl-10-methylacridinium ion via photoinduced electron transfer.",The journal of physical chemistry. A,no radiation signal + off-topic term: photocatal,https://pubmed.ncbi.nlm.nih.gov/16838937/
16833953,2005,Study of photoinduced electron transfer between [60]fullerene and proton-sponge by laser flash photolysis: addition effects of organic acid.,The journal of physical chemistry. A,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/16833953/
16833934,2005,C-O bond cleavage of benzophenone substituted by 4-CH2OR (R = C6H5 and CH3) with stepwise two-photon excitation.,The journal of physical chemistry. A,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/16833934/
16833695,2005,Stepwise photocleavage of C-O bonds of bis(substituted-methyl)naphthalenes with stepwise excitation by two-color two-laser and three-color three-laser irradiations.,The journal of physical chemistry. A,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/16833695/
16382940,2005,Photosensitizer method to determine rate constants for the reaction of carbonate radical with organic compounds.,Environmental science & technology,no ultra-high-dose-rate signature (rad signal=0),https://pubmed.ncbi.nlm.nih.gov/16382940/
16363866,2005,Nitric oxide production by visible light irradiation of aqueous solution of nitrosyl ruthenium complexes.,Inorganic chemistry,off-topic sense of 'flash': flash photolysis of,https://pubmed.ncbi.nlm.nih.gov/16363866/
